id,name,team,minutes_average,passes_accuracy,take_ons_accuracy,challenges_accuracy,tackles_accuracy,shots_accuracy,saves_accuracy,external_id,matches_played,starts,minutes,progressive_carries,progressive_passes,progressive_passes_received,touches,carries,miscontrols,dispossessed,passes_completed,passes_attempted,take_ons_attempted,successful_take_ons,tackles,tackles_won,blocks,shots_blocked,passes_blocked,interceptions,clearances,recoveries,dribblers_challenged,challenges_lost,errors,shot_creating_actions,goal_creating_actions,shots_total,shots_on_target,expected_goals,expected_assists,key_passes,carries_into_final_third,offsides,gk_shots_on_target_against,gk_saves
322,Joe Gomez,Liverpool,57.67,88.7,0,68.42,76.34,66.67,0,7a11550b,9,6,519,0.36,2.5,0.14,34.36,21.64,0.07,0.14,26.93,30.36,0,0,0.93,0.71,0.64,0.43,0.21,0.5,1.43,2.43,1.14,0.36,0.14,0.36,0.07,0.21,0.14,0.02,0.01,0.14,0.14,0,0,0
323,Ryan Gravenberch,Liverpool,85.41,89.15,45.54,57.14,50.55,24.53,0,b8e740fb,37,37,3160,1.84,4.76,1.45,61.66,36.74,1.45,0.68,45.21,50.71,2.13,0.97,1.82,0.92,0.92,0.26,0.66,1.58,1.55,5.08,1.47,0.63,0.05,1.79,0.16,0.53,0.13,0.03,0.09,0.68,1.97,0,0,0
324,Curtis Jones,Liverpool,51.88,93.04,53.85,61.7,57.35,38.33,0,4fb9c88f,33,19,1712,0.53,2.05,1.39,22.6,13.84,0.46,0.63,17.91,19.25,0.39,0.21,0.68,0.39,0.39,0.16,0.23,0.12,0.18,1.7,0.47,0.18,0.05,0.91,0.14,0.6,0.23,0.08,0.03,0.39,0.4,0.02,0,0
325,Caoimhin Kelleher,Liverpool,90,75.65,100,0,0,0,64.86,62d7ef38,10,10,900,0,0,0,39.8,29,0.1,0,28.9,38.2,0.1,0.1,0,0,0,0,0,0,0.1,1.8,0,0,0.2,0.3,0.1,0,0,0,0,0,0,0,3.7,2.4
326,Ibrahima Konaté,Liverpool,82.58,90.18,50,71.7,65.29,15.52,0,5ed9b537,31,30,2560,0.76,3.48,0.09,66.21,39.09,0.24,0.06,52.06,57.73,0.18,0.09,1.21,0.79,0.88,0.45,0.42,0.52,4.03,2.97,1.06,0.3,0.09,0.94,0.21,0.58,0.09,0.05,0.03,0.3,0.45,0,0,0
327,Luis Díaz,Liverpool,66.64,84.18,45.45,38.27,66.67,41.89,0,4a1a9578,36,28,2399,2.25,2.29,6.1,24.67,16.25,1.15,1.02,15.33,18.21,2.42,1.1,0.81,0.54,0.4,0,0.4,0.15,0.15,2.19,0.81,0.5,0.02,2.44,0.33,1.48,0.62,0.25,0.09,1.17,1.15,0.21,0,0
328,Mohamed Salah,Liverpool,88.71,70.61,42.38,46.67,52.73,41.51,0,e342ad68,38,38,3371,4.05,3.79,12.84,44.61,30.24,3.05,1.76,23.47,33.24,3.61,1.53,0.55,0.29,0.32,0,0.32,0.24,0.13,2.66,0.45,0.24,0,4.45,0.71,3.18,1.32,0.66,0.24,2.32,1.55,0.47,0,0
329,Alexis Mac Allister,Liverpool,74.26,83.52,38,52.82,61.06,34.44,0,83d074ff,35,30,2599,0.86,4.21,1.9,44.29,21.76,0.74,0.52,30.31,36.29,1,0.38,2.26,1.38,1.45,0.14,1.31,0.52,0.69,3.52,2.48,1.17,0.02,2.86,0.36,0.9,0.31,0.07,0.13,1.07,1.02,0.05,0,0
333,Jarell Quansah,Liverpool,38.08,90.82,30,69.7,67.5,0,0,4125cb98,13,4,495,0.1,0.63,0.13,15.47,8.93,0.17,0.07,11.87,13.07,0.1,0.03,0.4,0.27,0.33,0.23,0.1,0.23,0.93,0.63,0.33,0.1,0.03,0.1,0,0.03,0,0,0.01,0.07,0.13,0,0,0
335,Andrew Robertson,Liverpool,75.21,82.7,39.13,61.07,56,13.16,0,2e4f5f03,33,29,2482,1.64,4.51,2.77,53.44,28.38,0.64,0.33,39.97,48.33,0.46,0.18,1,0.56,0.26,0.1,0.15,0.54,1.38,2.69,1.31,0.51,0.05,2.05,0.1,0.38,0.05,0.03,0.11,1.03,1.33,0.08,0,0
336,Dominik Szoboszlai,Liverpool,69.19,84.27,51.69,37.76,51.81,32.88,0,934e1968,36,29,2491,1.57,2.85,2.76,34.43,17.5,0.8,0.5,24.22,28.74,0.89,0.46,0.83,0.43,0.85,0.11,0.74,0.2,0.41,2.89,0.98,0.61,0.04,2.59,0.35,1.46,0.48,0.16,0.13,1.22,1.07,0.09,0,0
337,Konstantinos Tsimikas,Liverpool,46.5,84.1,42.86,61.76,64.84,50,0,f315ca93,18,9,837,0.5,2.24,1.26,21.79,10.82,0.18,0.12,16.18,19.24,0.35,0.15,0.91,0.59,0.15,0.06,0.09,0.32,0.59,0.91,0.68,0.26,0,0.91,0.06,0.12,0.06,0.01,0.07,0.47,0.24,0.03,0,0
339,Virgil van Dijk,Liverpool,90,91.58,57.14,59.32,52.43,30.14,0,e06683ca,37,37,3330,0.59,5.35,0.16,89.19,50.16,0.27,0.14,72.62,79.3,0.14,0.08,1.03,0.54,0.73,0.43,0.3,1.51,5.14,3.11,0.59,0.24,0.11,1.3,0.11,0.73,0.22,0.06,0.03,0.32,0.65,0,0,0
636,Federico Chiesa,Liverpool,18,87.38,0,0,0,41.18,0,b0f7e36c,6,1,108,0.1,0.1,0.23,1.53,1.03,0.1,0.13,0.9,1.03,0.07,0,0.03,0,0.03,0,0.03,0,0.03,0.2,0.07,0.07,0.03,0.2,0.03,0.17,0.07,0.01,0.01,0.07,0.03,0,0,0
660,Vítezslav Jaros,Liverpool,12,75.44,0,0,0,0,100,12bb4d6a,1,0,12,0,0,0,1.14,1,0,0,0.86,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.14
709,Jayden Danns,Liverpool,11,100,0,0,0,0,0,003cf4d1,1,0,11,0,0,0,0.25,0.12,0,0.12,0.12,0.12,0,0,0,0,0,0,0,0,0,0,0.12,0.12,0,0,0,0,0,0,0,0,0,0,0,0
340,Manuel Akanji,Man City,77.46,93.58,100,64.91,63.49,14,0,89ac64a6,26,23,2014,1.53,5.27,0.23,62.7,41.8,0.17,0.17,54.4,58.13,0.07,0.07,0.63,0.4,0.37,0.27,0.1,0.3,2.13,3.43,0.57,0.2,0.1,1.23,0.1,0.5,0.07,0.05,0.04,0.3,2.13,0,0,0
341,Nathan Aké,Man City,67.8,93.91,100,67.39,78.26,0,0,eaeca114,10,8,678,0.92,3.85,0.15,45.85,31,0.31,0.23,39.15,41.69,0.08,0.08,0.69,0.54,0.54,0.15,0.38,0.23,1.69,1.85,0.46,0.15,0.08,0.62,0,0.23,0,0.02,0.02,0.08,0.92,0,0,0
342,Bernardo Veiga de Carvalho e Silva,Man City,80.91,86.76,46.15,44.87,66.03,34.83,0,3eb22ec9,33,29,2670,2.81,3.72,5.56,57.06,35.78,0.69,0.94,42.97,49.53,1.69,0.78,1.56,1.03,1,0.19,0.81,0.64,0.89,2.97,1.56,0.86,0.08,2.56,0.22,0.89,0.31,0.11,0.12,1.47,1.81,0.08,0,0
343,Oscar Bobb,Man City,60,0,0,0,0,0,0,eed2427e,1,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,Kevin De Bruyne,Man City,60.79,75.93,38.55,21.43,53.66,26.62,0,e46012d4,28,19,1702,1.24,3.83,3.66,33.37,19.8,0.63,0.68,22.15,29.17,0.83,0.32,0.41,0.22,0.2,0,0.2,0.17,0.24,1.56,0.56,0.44,0.02,2.76,0.27,1.39,0.37,0.12,0.16,1.39,1.24,0.12,0,0
346,Jérémy Doku,Man City,52.28,79.16,53.17,54.84,71.43,30.51,0,fffea3e5,29,16,1516,4.35,1.41,5.84,20.96,16.24,1.2,1.2,12.31,15.55,4.1,2.18,0.63,0.45,0.22,0.02,0.2,0.08,0.04,1.29,0.31,0.14,0,1.61,0.29,0.59,0.18,0.03,0.08,0.65,1.94,0.1,0,0
347,Ederson Santana de Moraes,Man City,89.23,87.86,0,0,0,0,68,3bb7b8b4,26,26,2320,0,0.08,0,37.5,25.15,0.04,0,31.19,35.5,0,0,0,0,0,0,0,0.04,0.42,1.62,0.08,0.08,0.15,0.23,0.15,0,0,0,0.01,0.15,0,0,3,2.04
348,Phil Foden,Man City,63.46,84.04,32.73,39.13,39.39,29.71,0,ed1e53f3,28,20,1777,1.28,2.64,3.28,29.21,18.51,0.92,0.79,20.28,24.13,1.1,0.36,0.33,0.13,0.33,0.03,0.31,0.23,0.18,1.56,0.46,0.28,0.03,2.26,0.23,1.38,0.41,0.13,0.14,1.1,0.77,0.08,0,0
349,Jack Grealish,Man City,36.05,87.64,45.76,40,55.56,32.26,0,b0b4fd3e,20,7,721,1.41,1.06,2.41,10.63,7.67,0.2,0.33,7.8,8.9,0.59,0.27,0.18,0.1,0.24,0.04,0.2,0.04,0.12,0.53,0.1,0.06,0.02,0.96,0.04,0.31,0.1,0.02,0.03,0.49,0.47,0,0,0
350,Joško Gvardiol,Man City,88.57,90.18,58.62,52.78,66.88,29.63,0,5ad50391,37,36,3277,2.46,7.14,3.27,83.86,53.97,0.78,0.43,66.32,73.54,1.16,0.68,1.57,1.05,1.14,0.54,0.59,1.19,3.3,3.7,1.08,0.51,0.22,2.05,0.19,1.08,0.32,0.12,0.08,0.7,2.76,0.08,0,0
351,Erling Haaland,Man City,88.26,66.97,36.21,38.46,54.29,52.84,0,1f44ac21,31,31,2736,0.77,0.65,4,20.61,10,1.45,0.87,8.23,12.29,1.16,0.42,0.35,0.19,0.39,0.03,0.35,0.16,0.74,1.1,0.26,0.16,0,2.29,0.29,3.35,1.77,0.71,0.06,0.94,0.48,0.13,0,0
354,Mateo Kovačić,Man City,70.9,92.56,53.33,47.9,54.8,26.96,0,79c0821a,31,25,2198,1.44,4.21,0.41,54.44,37.05,0.49,0.74,44.67,48.26,1.05,0.56,1.77,0.97,0.51,0,0.51,0.62,0.54,2.92,1.67,0.87,0.03,1.87,0.21,1.15,0.31,0.05,0.08,0.85,2,0,0,0
355,Rico Lewis,Man City,67.61,91.54,42.11,61.4,62.96,18.52,0,b57e066e,28,21,1893,1.05,2.89,2.11,39.92,23.38,0.54,0.51,32.46,35.46,0.57,0.24,0.81,0.51,0.76,0.19,0.57,0.35,1.22,2.57,0.57,0.22,0.03,0.84,0.08,0.27,0.05,0.04,0.03,0.19,1.11,0,0,0
356,Matheus Luiz Nunes,Man City,64.38,86.29,46.49,42.45,62.89,44,0,e6af02e0,26,19,1674,1.75,2.19,4.86,39.33,24.06,0.89,0.36,29.58,34.28,1.14,0.53,0.97,0.61,0.47,0.11,0.36,0.42,1.06,1.94,1.06,0.61,0.06,1.28,0.22,0.25,0.11,0.03,0.09,0.64,1.03,0.17,0,0
357,James McAtee,Man City,23.27,79.63,25,16.67,33.33,33.33,0,96593e89,15,3,349,0.12,0.12,0.55,2.9,1.66,0.09,0.02,1.72,2.16,0.12,0.03,0.09,0.03,0.14,0,0.14,0.03,0.02,0.14,0.12,0.1,0,0.07,0.02,0.21,0.07,0.05,0.01,0.05,0.1,0,0,0
358,Stefan Ortega Moreno,Man City,84.62,81.25,0,0,0,0,65.97,c1242d4e,13,12,1100,0,0,0,37.85,24.85,0,0,28.69,35.31,0,0,0,0,0,0,0,0,0.85,0.62,0.08,0.08,0.08,0,0,0,0,0,0,0,0,0,3.85,2.54
360,Rodrigo 'Rodri' Hernandez,Man City,24.33,94.17,0,0,50,0,0,6434f10d,3,1,73,0.09,0.36,0.09,6.73,3.55,0,0,5.82,6.18,0.09,0,0.18,0.09,0.09,0,0.09,0.09,0.09,0.64,0,0,0,0.18,0,0,0,0,0.01,0.09,0.18,0,0,0
361,Rúben Gato Alves Dias,Man City,84.11,93.52,63.64,54.35,63.93,33.33,0,31c69ef1,27,25,2271,1.54,5.71,0.29,89.25,63.39,0.29,0.04,77.39,82.75,0.11,0.07,0.61,0.39,0.82,0.71,0.11,0.71,2.54,2.79,0.46,0.21,0.14,0.93,0.04,0.75,0.25,0.05,0.04,0.18,2.32,0,0,0
362,John Stones,Man City,49.82,91.09,100,100,34.38,100,0,5eecec3d,11,6,548,0.53,1.11,0.11,23.26,15.37,0.11,0,19.32,21.21,0.11,0.11,0.32,0.11,0.26,0.16,0.11,0.21,1,1.16,0.26,0,0.05,0.42,0.11,0.11,0.11,0.02,0.01,0.11,0.74,0,0,0
363,Kyle Walker,Man City,59.91,87.64,70.45,76.42,52.83,0,0,86dd77d1,11,7,659,0.69,2,1.19,30.75,19.38,0.38,0.25,23.12,26.38,0.44,0.31,1.06,0.56,0.56,0.31,0.25,0.56,0.94,2.31,1.06,0.25,0.06,0.62,0,0.12,0,0,0.03,0.38,0.31,0,0,0
571,Sávio 'Savinho' Moreira de Oliveira,Man City,60.9,80.86,46.1,53.33,72.73,38.17,0,fe6e7156,29,21,1766,3.26,1.6,5.86,26.07,18.64,1,0.9,16.48,20.38,2.69,1.24,0.55,0.4,0.33,0.05,0.29,0.14,0.21,1.88,0.45,0.21,0.02,2.64,0.36,1.31,0.5,0.12,0.15,1.1,1.07,0.07,0,0
607,Nico O'Reilly,Man City,58.67,86.41,60,50,44.93,37.1,0,91ca4a16,9,6,528,1.23,1.31,2,32.23,19.15,1.08,1.15,23.46,27.15,1.15,0.69,0.69,0.31,0.38,0.08,0.31,0.31,0.92,2.38,0.62,0.31,0,0.92,0.15,0.62,0.23,0.1,0.05,0.31,1.15,0.08,0,0
625,Ilkay Gündogan,Man City,67.36,89.56,41.94,41.82,52.63,26.23,0,819b3158,33,25,2223,1.45,2.89,2.18,43,25.41,0.66,0.57,34.66,38.7,0.93,0.39,0.57,0.3,0.34,0,0.34,0.3,0.52,2.64,0.55,0.32,0,2,0.3,0.61,0.16,0.07,0.1,1,1.3,0.02,0,0
672,Jahmai Simpson-Pusey,Man City,48,93.06,0,0,0,0,0,383b10fd,2,1,96,0.33,1,0,41,26.33,0.33,0,35.67,38.33,0.33,0,0.33,0,0.33,0.33,0,0,0.67,1,0.33,0.33,0,0,0,0,0,0,0,0,0,0,0,0
698,Divin Mubama,Man City,28,67,0,0,0,0,0,92868cb5,1,0,28,0,0.33,0,1.67,0.67,0,0.33,0.67,1,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0
703,Max Alleyne,Man City,0,0,0,0,0,0,0,defcfd32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
732,Abdukodir Khusanov,Man City,83.83,91.14,0,66,80.72,0,0,d17ce930,6,6,503,0.17,4.17,0.33,74.17,45.67,0.33,0.17,60,65.83,0.33,0,0.83,0.67,0.83,0.67,0.17,0.5,4.83,4.5,0.5,0.17,0.17,0.83,0,0.17,0,0,0.02,0.33,0.17,0,0,0
733,Vitor de Oliveira Nunes dos Reis,Man City,1,100,100,0,0,0,0,c4ce0ab5,1,0,1,0,0,0,0.03,0.02,0,0,0.02,0.02,0.01,0.01,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
755,Omar Marmoush,Man City,73.44,79.21,43.39,50,61.76,34.5,0,0e0102eb,16,14,1175,1.53,1.95,4.11,26.53,16.84,2.37,1,13.26,16.74,2.42,1.05,0.68,0.42,0.79,0.05,0.74,0.32,0.16,1.95,0.84,0.42,0,2.05,0.11,2.58,0.89,0.29,0.11,0.79,1.05,0.53,0,0
765,Nico González,Man City,69.09,92,16.28,54.43,37.72,21.88,0,2c56a792,11,9,760,0.64,3.57,0.79,50.93,30.36,0.57,0.79,41.07,44.64,0.43,0.07,1.14,0.43,0.64,0,0.64,0.57,1.5,2.21,0.79,0.36,0,1.07,0.21,0.64,0.14,0.04,0.04,0.07,0.86,0,0,0
364,Amad Diallo,Man Utd,73.12,83.75,46.55,59,81.51,36.05,0,9dc96f10,26,20,1901,3.41,1.88,6.25,37.72,24.44,1.31,1.09,24.84,29.66,2.75,1.28,1.19,0.97,0.47,0.06,0.41,0.34,0.59,3.41,1,0.41,0.03,3.03,0.56,1.47,0.53,0.15,0.13,1.53,1.66,0.28,0,0
365,Antony Matheus dos Santos,Man Utd,80.12,81,37.95,36.21,43.94,39.38,0,99127249,17,15,1362,4.95,3.53,8.26,51.68,34.89,2.79,1.05,32.74,40.42,3.32,1.26,1.32,0.58,0.63,0.05,0.58,0.53,0.47,3.84,1.16,0.74,0.05,4.05,0.47,2.26,0.89,0.15,0.15,1.89,4.05,0.05,0,0
366,Bruno Borges Fernandes,Man Utd,83.83,76.14,42.05,40.18,59.73,27.76,0,507c7bdf,36,35,3018,2.03,8.55,3.39,69.71,40.58,1.13,1.13,44.92,59,1.76,0.74,2.21,1.32,0.92,0.16,0.76,0.68,0.92,5.61,2.24,1.34,0.08,5.08,0.34,2.45,0.68,0.26,0.21,2.39,1.71,0.05,0,0
367,Altay Bayindir,Man Utd,90,60.53,0,0,0,0,47.06,072e68ed,4,4,360,0,0,0,42,27.5,0,0,23,38,0,0,0,0,0,0,0,0,2.25,0.75,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,4.25,2
368,Carlos Henrique Casimiro,Man Utd,62.25,78.78,50,61.01,60.25,30.85,0,4d224fe8,24,18,1494,0.12,2.47,0.82,36.76,19.41,0.35,0.29,22.94,29.12,0.18,0.09,2.44,1.47,1.15,0.29,0.85,0.41,1.5,3.03,2.18,0.85,0.09,1.56,0.12,0.94,0.29,0.06,0.06,0.65,0.29,0.12,0,0
369,Diogo Dalot Teixeira,Man Utd,85.27,80.51,50.64,65.36,59,20.27,0,d9565625,33,31,2814,1.82,3.03,4.94,58.32,33.12,1.12,0.62,39.62,49.21,1.56,0.79,2,1.18,0.65,0.26,0.38,1.09,2.12,4.91,1.53,0.53,0,2.18,0.15,0.74,0.15,0.06,0.07,0.76,1.09,0.12,0,0
370,Christian Eriksen,Man Utd,46.13,78.79,0,40.98,46.51,6.25,0,980522ec,23,11,1061,0.3,1.25,0.66,19.32,10.75,0.3,0.11,13.41,17.02,0.09,0,0.43,0.2,0.34,0.11,0.23,0.16,0.18,1.41,0.61,0.36,0,1.27,0.16,0.32,0.02,0.03,0.06,0.7,0.32,0,0,0
371,Jonny Evans,Man Utd,45,88.45,100,51.16,75.44,50,0,f8fcd2a5,7,3,315,0.21,0.71,0.21,17.86,10.21,0.07,0,13.71,15.5,0.07,0.07,0.57,0.43,0.21,0.14,0.07,0.36,1.07,1.14,0.43,0.21,0,0.14,0,0.14,0.07,0.01,0,0,0.14,0,0,0
372,Alejandro Garnacho,Man Utd,61.08,78.88,29.17,32.86,59.65,34.81,0,7aa8adfe,36,23,2199,2.66,1.06,5.47,21.87,15.85,1.21,0.91,12.25,15.53,1.68,0.49,0.57,0.34,0.36,0,0.36,0.25,0.21,2.04,0.7,0.47,0.04,1.57,0.11,1.58,0.55,0.14,0.05,0.7,1.36,0.19,0,0
375,Rasmus Højlund,Man Utd,62.63,74.7,27.4,0,28.57,40.85,0,491a433d,32,23,2004,0.62,0.4,2.24,11.44,6.84,1.4,0.73,5.58,7.47,0.73,0.2,0.07,0.02,0.13,0,0.13,0.04,0.13,0.78,0.11,0.11,0,0.76,0.02,0.71,0.29,0.12,0.02,0.36,0.29,0.29,0,0
376,Victor Lindelöf,Man Utd,44,93.78,0,75,27.27,0,0,f5deef4c,16,6,704,0.16,0.81,0.12,14.12,8.22,0.03,0.03,11.31,12.06,0,0,0.22,0.06,0.19,0.12,0.06,0.25,1.12,0.91,0.12,0.03,0.06,0.12,0,0,0,0,0,0.09,0.12,0,0,0
377,Harry Maguire,Man Utd,65.11,85.54,35.71,74.19,50.62,39.02,0,d8931174,27,19,1758,0.19,1.38,0.19,35.89,21.14,0.27,0.05,26.08,30.49,0.14,0.05,0.81,0.41,0.41,0.32,0.08,1.08,2.11,1.84,0.62,0.16,0.03,0.54,0,0.41,0.16,0.05,0.01,0.24,0.24,0.05,0,0
378,Kobbie Mainoo,Man Utd,66.04,86.46,46.26,60.17,62.96,13.64,0,c6220452,25,19,1651,0.65,1.91,1.38,31.21,19.18,1.06,1.06,21.26,24.59,1.47,0.68,1.35,0.85,0.47,0.06,0.41,0.56,0.41,2.59,1.18,0.47,0.03,1,0.09,0.44,0.06,0.02,0.05,0.41,0.5,0.09,0,0
379,Tyrell Malacia,Man Utd,48.13,89.6,32.81,100,26.58,0,0,6b6c793c,8,3,385,1.29,2.14,2,24.14,13.71,0.36,0.21,18.43,20.57,0.64,0.21,0.79,0.21,0.29,0,0.29,0.29,0.71,1.29,0.5,0,0,1.29,0.14,0.21,0,0.01,0.06,0.43,0.57,0,0,0
380,Lisandro Martínez,Man Utd,87.55,89.42,85.71,58.33,60,35.29,0,bac46a10,20,20,1751,1.15,5.85,0.35,76.2,50.85,0.05,0.15,60,67.1,0.35,0.3,2,1.2,1.1,0.4,0.7,1.6,2.85,4.05,1.8,0.75,0.05,1.3,0.1,0.85,0.3,0.06,0.06,0.45,1.15,0,0,0
382,Mason Mount,Man Utd,36.59,81.85,8.33,75.86,32.43,44.9,0,9674002f,17,8,622,0.37,0.8,1,8.27,5.24,0.39,0.22,5.05,6.17,0.24,0.02,0.37,0.12,0.27,0.02,0.24,0.1,0.1,0.44,0.29,0.07,0,0.54,0,0.49,0.22,0.08,0.01,0.2,0.27,0.02,0,0
383,André Onana,Man Utd,90,72.59,100,50,100,0,66.75,e9c0c1b2,34,34,3060,0,0.03,0,40.32,28.26,0.03,0,27.88,38.41,0.03,0.03,0.06,0.06,0,0,0,0,0.32,1,0.12,0.06,0.12,0.12,0,0,0,0,0.01,0.03,0,0,3.88,2.59
387,Luke Shaw,Man Utd,49.86,85.85,0,100,75.76,0,0,9c94165b,7,4,349,0.58,2,0.58,26.42,18.83,0.17,0,20.75,24.17,0.08,0,0.33,0.25,0.5,0.08,0.42,0.17,0.58,0.75,0.17,0,0,0.83,0,0.08,0,0,0.07,0.42,0.67,0,0,0
389,Joshua Zirkzee,Man Utd,43.81,71.16,31.48,46.67,54.55,39.53,0,028e70b9,32,14,1402,0.22,0.68,1.06,9.03,5.03,0.63,0.46,4.49,6.31,0.54,0.17,0.22,0.12,0.23,0.06,0.17,0.09,0.12,0.88,0.15,0.08,0.02,0.48,0.05,0.43,0.17,0.07,0.02,0.18,0.32,0.05,0,0
572,Leny Yoro,Man Utd,55.48,92.41,50,67.86,37.65,20,0,6763f716,21,12,1165,0.56,1.53,0.12,26.29,18.06,0.09,0.12,20.82,22.53,0.12,0.06,0.85,0.32,0.15,0.09,0.06,0.53,1.26,1.35,0.56,0.18,0,0.26,0,0.15,0.03,0.02,0.01,0.06,0.38,0.03,0,0
593,Matthijs de Ligt,Man Utd,73.21,89.93,54.55,71.43,73.26,50.98,0,d6e53a3a,29,25,2123,0.2,1.57,0.17,45.94,30.8,0.14,0.09,35.46,39.43,0.11,0.06,0.86,0.63,0.83,0.6,0.23,0.94,2.74,1.94,0.91,0.26,0,0.4,0.03,0.51,0.26,0.07,0.01,0.17,0.09,0.06,0,0
594,Noussair Mazraoui,Man Utd,76.7,85.68,53.57,63.01,59.18,23.33,0,b74277a0,37,34,2838,0.98,2.67,1.35,49.74,27.26,0.58,0.4,35.49,41.42,1.12,0.6,2.67,1.58,0.84,0.21,0.63,0.79,2.21,3.47,2.19,0.81,0.02,1.3,0.02,0.3,0.07,0.02,0.04,0.47,0.74,0.09,0,0
613,Toby Collyer,Man Utd,90,0,0,0,0,0,0,4f9091bc,2,2,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
652,Manuel Ugarte,Man Utd,61.55,87.91,56.58,44.44,63.93,22.22,0,c9817014,29,22,1785,0.38,1.45,0.48,27.64,15.9,0.76,0.6,19.05,21.67,0.76,0.43,1.83,1.17,0.79,0.1,0.69,0.64,0.4,2.9,1.62,0.9,0.05,0.74,0.1,0.45,0.1,0.02,0.02,0.24,0.38,0,0,0
658,Ayden Heaven,Man Utd,45,0,0,0,0,0,0,64e17fab,1,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
670,Harry Amass,Man Utd,82.6,0,0,0,0,0,0,7b47100c,10,10,826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766,Patrick Dorgu,Man Utd,70.17,80.99,22.99,69.28,77.29,19.4,0,e6536124,12,10,842,2.73,2.27,5.53,40.13,23.6,0.8,0.67,26.67,32.93,0.87,0.2,2.07,1.6,0.73,0,0.73,0.27,1.53,2.47,1.53,0.47,0.13,1.6,0.07,0.67,0.13,0.03,0.09,0.8,1.13,0.2,0,0
776,Chido Obi-Martin,Man Utd,90,0,0,0,0,0,0,0c9bfc3b,4,4,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
777,Tyler Fredricson,Man Utd,82.5,90.16,100,50,60,0,0,58630379,2,2,165,1,4,0,70.5,43,1,0,55,61,0.5,0.5,2.5,1.5,1,0,1,0.5,5.5,6,1,0.5,0,1.5,0,0,0,0,0,0,0.5,0,0,0
391,Miguel Almirón Rejala,Newcastle,87.45,81.43,55.66,39.56,60.99,29.31,0,862a1c15,22,22,1924,3.05,6.82,6.95,51.77,36.77,2.09,1.23,33.5,41.14,3.18,1.77,1.41,0.86,0.77,0,0.77,0.41,0.27,4.18,0.91,0.55,0.09,3.59,0.41,2.32,0.68,0.28,0.15,1.18,2.09,0.45,0,0
392,Harvey Barnes,Newcastle,53.18,78.08,37.93,25,55.17,31.3,0,3ea50f67,33,17,1755,1.69,1.51,3.49,14.73,10.2,0.6,0.42,8.62,11.04,1.16,0.44,0.29,0.16,0.15,0.04,0.11,0.11,0.27,1,0.2,0.15,0.02,1.16,0.16,1.15,0.36,0.13,0.08,0.47,0.87,0.09,0,0
393,Sven Botman,Newcastle,59,0,0,0,0,0,0,ccce7025,1,1,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,Bruno Guimarães Rodriguez Moura,Newcastle,86.08,82.36,43.5,48.02,56.81,28.7,0,82518f62,38,38,3271,1.64,6.95,2.46,56.74,35.9,1.44,1.95,37.97,46.1,2,0.87,2.13,1.21,0.92,0.26,0.67,0.74,1.13,4.82,1.77,0.92,0.13,3.41,0.46,1.15,0.33,0.11,0.14,1.33,1.18,0.05,0,0
395,Dan Burn,Newcastle,90,88.44,72.73,55.67,61.9,30.65,0,b2d31e83,37,37,3330,0.32,2.03,0.38,64.49,36.38,0.65,0.08,47.95,54.22,0.11,0.08,1.05,0.65,0.97,0.7,0.27,0.73,5.32,2.78,0.97,0.43,0.11,0.73,0.11,0.62,0.19,0.05,0.03,0.24,0.22,0.14,0,0
396,Martin Dúbravka,Newcastle,90,79.58,0,0,0,0,70.73,3a949a25,10,10,900,0,0,0,35,20.2,0,0,26.5,33.3,0,0,0,0,0,0,0,0,0.3,1.8,0,0,0,0,0,0,0,0,0,0,0,0,4.1,2.9
398,Anthony Gordon,Newcastle,71.59,73.31,36.73,31.82,56.58,27.94,0,2bd83368,34,28,2434,2.88,2.33,5.1,30.17,19.48,0.86,0.9,17.14,23.38,2.45,0.9,0.76,0.43,0.6,0.05,0.55,0.17,0.21,2.31,0.88,0.6,0.07,2.4,0.29,1.36,0.38,0.19,0.12,1.21,1.48,0.19,0,0
